Interface,Model,task_type,category,task_id,task_completion_rate,avg_precision,avg_recall,f1_score,prompt_tokens,completion_tokens,execution_time,Cost,aggregate_category,aggregate_category_2
3_API_MCP,1_GPT-4.1,Advanced,Webmall_EndToEnd,Webmall_EndToEnd_Task8,0,0,0,0,"81,664",577,26.77,$0.17,End to End,End to End
4_NLWeb,1_GPT-4.1,Advanced,Webmall_EndToEnd,Webmall_EndToEnd_Task7,0,0.5,0.5,0.5,"269,362","1,873",49.929461,$0.55,End to End,End to End
4_NLWeb,1_GPT-4.1,Advanced,Webmall_EndToEnd,Webmall_EndToEnd_Task8,0,0.5,0.5,0.5,"361,361","1,753",48.00270891,$0.74,End to End,End to End
4_NLWeb,1_GPT-4.1,Basic,Webmall_Single_Product_Search,Webmall_Single_Product_Search_Task3,1,1,1,1,"41,557",382,14.25869298,$0.09,Specific Product Search,Without_price
4_NLWeb,1_GPT-4.1,Basic,Webmall_Single_Product_Search,Webmall_Single_Product_Search_Task4,1,1,1,1,"23,044",297,11.09912491,$0.05,Specific Product Search,Without_price
4_NLWeb,1_GPT-4.1,Basic,Webmall_Single_Product_Search,Webmall_Single_Product_Search_Task5,1,1,1,1,"20,780",272,21.95904922,$0.04,Specific Product Search,Without_price
4_NLWeb,1_GPT-4.1,Basic,Webmall_Single_Product_Search,Webmall_Single_Product_Search_Task6,1,1,1,1,"26,191",889,23.10208488,$0.06,Specific Product Search,Without_price
4_NLWeb,1_GPT-4.1,Basic,Webmall_Single_Product_Search,Webmall_Single_Product_Search_Task7,1,1,1,1,"27,305",256,12.07639503,$0.06,Specific Product Search,Without_price
4_NLWeb,1_GPT-4.1,Basic,Webmall_Single_Product_Search,Webmall_Single_Product_Search_Task8,1,1,1,1,"28,423",326,11.77805376,$0.06,Specific Product Search,Without_price
4_NLWeb,1_GPT-4.1,Basic,Webmall_Single_Product_Search,Webmall_Single_Product_Search_Task9,1,1,1,1,"21,006",255,9.943718195,$0.04,Specific Product Search,Without_price
4_NLWeb,1_GPT-4.1,Basic,Webmall_Single_Product_Search,Webmall_Single_Product_Search_Task10,1,1,1,1,"29,181",274,9.984045982,$0.06,Specific Product Search,Without_price
4_NLWeb,1_GPT-4.1,Basic,Webmall_Single_Product_Search,Webmall_Single_Product_Search_Task11,1,1,1,1,"26,147",271,8.043661118,$0.05,Specific Product Search,Without_price
4_NLWeb,1_GPT-4.1,Basic,Webmall_Single_Product_Search,Webmall_Single_Product_Search_Task12,0,0.6,1,0.75,"26,186",481,17.13464499,$0.06,Specific Product Search,Without_price
4_NLWeb,1_GPT-4.1,Basic,Webmall_Cheapest_Product_Search,Webmall_Cheapest_Product_Search_Task1,1,1,1,1,"30,165",198,9.149386883,$0.06,Cheapest Product Search,Cheapest Product Search
4_NLWeb,1_GPT-4.1,Basic,Webmall_Cheapest_Product_Search,Webmall_Cheapest_Product_Search_Task2,0,0.3636363636,1,0.5333333333,"23,287",647,13.33321285,$0.05,Cheapest Product Search,Cheapest Product Search
4_NLWeb,1_GPT-4.1,Basic,Webmall_Cheapest_Product_Search,Webmall_Cheapest_Product_Search_Task3,0,0,0,0,"20,645",368,10.54239202,$0.04,Cheapest Product Search,Cheapest Product Search
4_NLWeb,1_GPT-4.1,Basic,Webmall_Cheapest_Product_Search,Webmall_Cheapest_Product_Search_Task4,0,0.5,1,0.6666666667,"22,870",451,11.84140897,$0.05,Cheapest Product Search,Cheapest Product Search
4_NLWeb,1_GPT-4.1,Basic,Webmall_Cheapest_Product_Search,Webmall_Cheapest_Product_Search_Task5,1,1,1,1,"20,931",215,18.81949997,$0.04,Cheapest Product Search,Cheapest Product Search
4_NLWeb,1_GPT-4.1,Basic,Webmall_Cheapest_Product_Search,Webmall_Cheapest_Product_Search_Task6,1,1,1,1,"25,644",283,10.47247291,$0.05,Cheapest Product Search,Cheapest Product Search
4_NLWeb,1_GPT-4.1,Basic,Webmall_Cheapest_Product_Search,Webmall_Cheapest_Product_Search_Task7,1,1,1,1,"32,163",221,18.71802807,$0.07,Cheapest Product Search,Cheapest Product Search
4_NLWeb,1_GPT-4.1,Basic,Webmall_Cheapest_Product_Search,Webmall_Cheapest_Product_Search_Task8,1,1,1,1,"25,868",274,10.10079312,$0.05,Cheapest Product Search,Cheapest Product Search
4_NLWeb,1_GPT-4.1,Basic,Webmall_Cheapest_Product_Search,Webmall_Cheapest_Product_Search_Task9,1,1,1,1,"20,063",271,16.95827889,$0.04,Cheapest Product Search,Cheapest Product Search
4_NLWeb,1_GPT-4.1,Basic,Webmall_Cheapest_Product_Search,Webmall_Cheapest_Product_Search_Task10,0,0.5,1,0.6666666667,"24,343",246,8.123970985,$0.05,Cheapest Product Search,Cheapest Product Search
4_NLWeb,1_GPT-4.1,Basic,Webmall_Best_Fit_Specific,Webmall_Best_Fit_Specific_Task1,1,1,1,1,"26,787",233,12.87556291,$0.06,Specific Product Search,Without_price
4_NLWeb,1_GPT-4.1,Basic,Webmall_Best_Fit_Specific,Webmall_Best_Fit_Specific_Task2,1,1,1,1,"28,089",323,8.121094704,$0.06,Specific Product Search,Without_price
4_NLWeb,1_GPT-4.1,Basic,Webmall_Best_Fit_Specific,Webmall_Best_Fit_Specific_Task3,0,0.5,1,0.6666666667,"22,251",346,18.35891819,$0.05,Specific Product Search,Without_price
4_NLWeb,1_GPT-4.1,Basic,Webmall_Best_Fit_Specific,Webmall_Best_Fit_Specific_Task4,0,0.5789473684,1,0.7333333333,"21,426","1,289",19.57102799,$0.05,Specific Product Search,Without_price
4_NLWeb,1_GPT-4.1,Basic,Webmall_Best_Fit_Specific,Webmall_Best_Fit_Specific_Task5,1,1,1,1,"21,229",391,10.38488603,$0.05,Specific Product Search,Without_price
4_NLWeb,1_GPT-4.1,Basic,Webmall_Best_Fit_Specific,Webmall_Best_Fit_Specific_Task6,0,0.25,1,0.4,"26,423",388,11.60886312,$0.06,Specific Product Search,Without_price
4_NLWeb,1_GPT-4.1,Basic,Webmall_Best_Fit_Specific,Webmall_Best_Fit_Specific_Task7,0,1,0.5,0.6666666667,"37,162",215,10.69227815,$0.08,Specific Product Search,Without_price
4_NLWeb,1_GPT-4.1,Basic,Webmall_Best_Fit_Specific,Webmall_Best_Fit_Specific_Task8,0,1,0.5833333333,0.7368421053,"27,421",548,12.46668315,$0.06,Specific Product Search,Without_price
4_NLWeb,1_GPT-4.1,Basic,Webmall_Best_Fit_Specific,Webmall_Best_Fit_Specific_Task9,0,0.6666666667,1,0.8,"19,946",278,10.68518209,$0.04,Specific Product Search,Without_price
4_NLWeb,1_GPT-4.1,Basic,Webmall_Best_Fit_Specific,Webmall_Best_Fit_Specific_Task10,0,0.6666666667,1,0.8,"26,899",381,9.797842264,$0.06,Specific Product Search,Without_price
4_NLWeb,1_GPT-4.1,Basic,Webmall_Best_Fit_Specific,Webmall_Best_Fit_Specific_Task11,0,0.04166666667,0.1666666667,0.06666666667,"22,899","1,514",22.54909706,$0.06,Specific Product Search,Without_price
4_NLWeb,1_GPT-4.1,Advanced,Webmall_Best_Fit_Vague,Webmall_Best_Fit_Vague_Task1,1,1,1,1,"25,306",328,15.55621195,$0.05,Vague Product Search,Without_price
4_NLWeb,1_GPT-4.1,Advanced,Webmall_Best_Fit_Vague,Webmall_Best_Fit_Vague_Task2,0,0.4705882353,1,0.64,"22,131",914,18.82555008,$0.05,Vague Product Search,Without_price
4_NLWeb,1_GPT-4.1,Advanced,Webmall_Best_Fit_Vague,Webmall_Best_Fit_Vague_Task3,1,1,1,1,"21,951",343,9.13900423,$0.05,Vague Product Search,Without_price
4_NLWeb,1_GPT-4.1,Advanced,Webmall_Best_Fit_Vague,Webmall_Best_Fit_Vague_Task4,1,1,1,1,"25,028",763,13.96718693,$0.06,Vague Product Search,Without_price
4_NLWeb,1_GPT-4.1,Advanced,Webmall_Best_Fit_Vague,Webmall_Best_Fit_Vague_Task5,1,1,1,1,"26,582",383,10.8560729,$0.06,Vague Product Search,Without_price
4_NLWeb,1_GPT-4.1,Advanced,Webmall_Best_Fit_Vague,Webmall_Best_Fit_Vague_Task6,1,1,1,1,"28,642",234,13.43925905,$0.06,Vague Product Search,Without_price
4_NLWeb,1_GPT-4.1,Advanced,Webmall_Best_Fit_Vague,Webmall_Best_Fit_Vague_Task7,0,0.6666666667,1,0.8,"20,852",503,10.94195414,$0.05,Vague Product Search,Without_price
4_NLWeb,1_GPT-4.1,Advanced,Webmall_Best_Fit_Vague,Webmall_Best_Fit_Vague_Task8,0,0,0,0,"21,387",637,13.18350434,$0.05,Vague Product Search,Without_price
4_NLWeb,1_GPT-4.1,Advanced,Webmall_Cheapest_Best_Fit_Specific,Webmall_Cheapest_Best_Fit_Specific_Task1,0,0,0,0,"25,567",233,11.2643311,$0.05,Cheapest Product Search,Cheapest Product Search
4_NLWeb,1_GPT-4.1,Advanced,Webmall_Cheapest_Best_Fit_Specific,Webmall_Cheapest_Best_Fit_Specific_Task2,0,0.25,1,0.4,"23,057",337,15.15610433,$0.05,Cheapest Product Search,Cheapest Product Search
4_NLWeb,1_GPT-4.1,Advanced,Webmall_Cheapest_Best_Fit_Specific,Webmall_Cheapest_Best_Fit_Specific_Task3,1,1,1,1,"25,342",234,8.774248838,$0.05,Cheapest Product Search,Cheapest Product Search
4_NLWeb,1_GPT-4.1,Advanced,Webmall_Cheapest_Best_Fit_Specific,Webmall_Cheapest_Best_Fit_Specific_Task4,0,0,0,0,"23,738",176,9.750765085,$0.05,Cheapest Product Search,Cheapest Product Search
4_NLWeb,1_GPT-4.1,Advanced,Webmall_Cheapest_Best_Fit_Specific,Webmall_Cheapest_Best_Fit_Specific_Task5,0,0,0,0,"25,254",250,12.35899901,$0.05,Cheapest Product Search,Cheapest Product Search
4_NLWeb,1_GPT-4.1,Advanced,Webmall_Cheapest_Best_Fit_Specific,Webmall_Cheapest_Best_Fit_Specific_Task6,0,0,0,0,"38,318",187,8.03599906,$0.08,Cheapest Product Search,Cheapest Product Search
4_NLWeb,1_GPT-4.1,Advanced,Webmall_Cheapest_Best_Fit_Specific,Webmall_Cheapest_Best_Fit_Specific_Task7,0,0.2,1,0.3333333333,"28,921",421,22.39944816,$0.06,Cheapest Product Search,Cheapest Product Search
4_NLWeb,1_GPT-4.1,Advanced,Webmall_Cheapest_Best_Fit_Specific,Webmall_Cheapest_Best_Fit_Specific_Task8,0,0,0,0,"31,456",342,13.32400608,$0.07,Cheapest Product Search,Cheapest Product Search
4_NLWeb,1_GPT-4.1,Advanced,Webmall_Cheapest_Best_Fit_Specific,Webmall_Cheapest_Best_Fit_Specific_Task9,0,0,0,0,"22,109",170,9.716946125,$0.05,Cheapest Product Search,Cheapest Product Search
4_NLWeb,1_GPT-4.1,Advanced,Webmall_Cheapest_Best_Fit_Specific,Webmall_Cheapest_Best_Fit_Specific_Task10,0,0,0,0,"21,042",190,16.31355596,$0.04,Cheapest Product Search,Cheapest Product Search
4_NLWeb,1_GPT-4.1,Advanced,Webmall_Cheapest_Best_Fit_Vague,Webmall_Cheapest_Best_Fit_Vague_Task1,0,0.25,0.25,0.25,"21,410",542,16.14272594,$0.05,Cheapest Product Search,Cheapest Product Search
4_NLWeb,1_GPT-4.1,Advanced,Webmall_Cheapest_Best_Fit_Vague,Webmall_Cheapest_Best_Fit_Vague_Task2,0,0.2,1,0.3333333333,"22,419",399,12.1084888,$0.05,Cheapest Product Search,Cheapest Product Search
4_NLWeb,1_GPT-4.1,Advanced,Webmall_Cheapest_Best_Fit_Vague,Webmall_Cheapest_Best_Fit_Vague_Task3,0,0,0,0,"27,698",184,13.070544,$0.06,Cheapest Product Search,Cheapest Product Search
4_NLWeb,1_GPT-4.1,Advanced,Webmall_Cheapest_Best_Fit_Vague,Webmall_Cheapest_Best_Fit_Vague_Task4,0,0.6666666667,0.8,0.7272727273,"26,627",839,23.646209,$0.06,Cheapest Product Search,Cheapest Product Search
4_NLWeb,1_GPT-4.1,Advanced,Webmall_Cheapest_Best_Fit_Vague,Webmall_Cheapest_Best_Fit_Vague_Task5,0,0,0,0,"31,236",191,8.830481052,$0.06,Cheapest Product Search,Cheapest Product Search
4_NLWeb,1_GPT-4.1,Advanced,Webmall_Cheapest_Best_Fit_Vague,Webmall_Cheapest_Best_Fit_Vague_Task6,0,0,0,0,"26,094",318,9.574523926,$0.05,Cheapest Product Search,Cheapest Product Search
4_NLWeb,1_GPT-4.1,Basic,Webmall_Add_To_Cart,Webmall_Add_To_Cart_Task1,1,1,1,1,"48,336",348,11.10833621,$0.10,Action & Transaction,Action & Transaction
4_NLWeb,1_GPT-4.1,Basic,Webmall_Add_To_Cart,Webmall_Add_To_Cart_Task2,1,1,1,1,"56,817",373,12.3110261,$0.12,Action & Transaction,Action & Transaction
4_NLWeb,1_GPT-4.1,Basic,Webmall_Add_To_Cart,Webmall_Add_To_Cart_Task3,1,1,1,1,"49,063",344,19.26174831,$0.10,Action & Transaction,Action & Transaction
4_NLWeb,1_GPT-4.1,Basic,Webmall_Add_To_Cart,Webmall_Add_To_Cart_Task4,1,1,1,1,"70,084",389,17.43210101,$0.14,Action & Transaction,Action & Transaction
4_NLWeb,1_GPT-4.1,Basic,Webmall_Add_To_Cart,Webmall_Add_To_Cart_Task5,0,0.5,1,0.6666666667,"51,877",328,9.90346384,$0.11,Action & Transaction,Action & Transaction
4_NLWeb,1_GPT-4.1,Basic,Webmall_Add_To_Cart,Webmall_Add_To_Cart_Task6,1,1,1,1,"54,553",359,13.79822111,$0.11,Action & Transaction,Action & Transaction
4_NLWeb,1_GPT-4.1,Basic,Webmall_Add_To_Cart,Webmall_Add_To_Cart_Task7,0,0.5,1,0.6666666667,"48,654",465,17.58487797,$0.10,Action & Transaction,Action & Transaction
4_NLWeb,1_GPT-4.1,Advanced,Webmall_Find_Compatible_Products,Webmall_Find_Compatible_Products_Task1,0,0,0,0,"21,722",501,10.20216393,$0.05,Vague Product Search,Without_price
4_NLWeb,1_GPT-4.1,Advanced,Webmall_Find_Compatible_Products,Webmall_Find_Compatible_Products_Task2,0,0.75,1,0.8571428571,"32,370",467,13.87184215,$0.07,Vague Product Search,Without_price
4_NLWeb,1_GPT-4.1,Advanced,Webmall_Find_Compatible_Products,Webmall_Find_Compatible_Products_Task3,1,1,1,1,"24,681",414,15.85019898,$0.05,Vague Product Search,Without_price
4_NLWeb,1_GPT-4.1,Advanced,Webmall_Find_Compatible_Products,Webmall_Find_Compatible_Products_Task4,0,1,0.6666666667,0.8,"26,648",288,12.55335498,$0.06,Vague Product Search,Without_price
4_NLWeb,1_GPT-4.1,Advanced,Webmall_Find_Compatible_Products,Webmall_Find_Compatible_Products_Task5,0,0.5,1,0.6666666667,"20,320",261,10.2478168,$0.04,Vague Product Search,Without_price
4_NLWeb,1_GPT-4.1,Advanced,Webmall_Substitutes,Webmall_Substitutes_Task1,0,0,0,0,"24,714",368,10.01787329,$0.05,Vague Product Search,Without_price
4_NLWeb,1_GPT-4.1,Advanced,Webmall_Substitutes,Webmall_Substitutes_Task2,1,1,1,1,"30,856",220,11.19133496,$0.06,Vague Product Search,Without_price
4_NLWeb,1_GPT-4.1,Advanced,Webmall_Substitutes,Webmall_Substitutes_Task3,0,0.5,1,0.6666666667,"22,147",466,12.02354622,$0.05,Vague Product Search,Without_price
4_NLWeb,1_GPT-4.1,Advanced,Webmall_Substitutes,Webmall_Substitutes_Task4,0,0,0,0,"25,959",257,10.62899685,$0.05,Vague Product Search,Without_price
4_NLWeb,1_GPT-4.1,Advanced,Webmall_Substitutes,Webmall_Substitutes_Task5,0,0,0,0,"74,030",863,33.157022,$0.15,Vague Product Search,Without_price
4_NLWeb,1_GPT-4.1,Advanced,Webmall_Substitutes,Webmall_Substitutes_Task6,0,0,0,0,"22,362",194,8.309188128,$0.05,Vague Product Search,Without_price
4_NLWeb,1_GPT-4.1,Basic,Webmall_Checkout,Webmall_Checkout_Task1,1,1,1,1,"24,962",229,16.05282569,$0.05,Action & Transaction,Action & Transaction
4_NLWeb,1_GPT-4.1,Basic,Webmall_Checkout,Webmall_Checkout_Task2,1,1,1,1,"27,589",278,14.44630504,$0.06,Action & Transaction,Action & Transaction
4_NLWeb,1_GPT-4.1,Basic,Webmall_Checkout,Webmall_Checkout_Task3,1,1,1,1,"21,602",215,11.03452492,$0.04,Action & Transaction,Action & Transaction
4_NLWeb,1_GPT-4.1,Basic,Webmall_Checkout,Webmall_Checkout_Task4,1,1,1,1,"26,850",249,11.47013187,$0.06,Action & Transaction,Action & Transaction
4_NLWeb,1_GPT-4.1,Basic,Webmall_Checkout,Webmall_Checkout_Task5,1,1,1,1,"26,537",246,11.13411808,$0.06,Action & Transaction,Action & Transaction
4_NLWeb,1_GPT-4.1,Basic,Webmall_Checkout,Webmall_Checkout_Task6,1,1,1,1,"25,822",247,15.47626209,$0.05,Action & Transaction,Action & Transaction
4_NLWeb,1_GPT-4.1,Basic,Webmall_Checkout,Webmall_Checkout_Task7,1,1,1,1,"29,930",288,14.65265584,$0.06,Action & Transaction,Action & Transaction
4_NLWeb,1_GPT-4.1,Basic,Webmall_Checkout,Webmall_Checkout_Task8,1,1,1,1,"11,159",278,19.37718606,$0.02,Action & Transaction,Action & Transaction
4_NLWeb,1_GPT-4.1,Advanced,Webmall_EndToEnd,Webmall_EndToEnd_Task1,0,0,0,0,"79,394",329,23.07036376,$0.16,End to End,End to End
4_NLWeb,1_GPT-4.1,Advanced,Webmall_EndToEnd,Webmall_EndToEnd_Task2,1,1,1,1,"85,746",407,17.24177694,$0.17,End to End,End to End
4_NLWeb,1_GPT-4.1,Advanced,Webmall_EndToEnd,Webmall_EndToEnd_Task3,1,1,1,1,"74,361",379,18.50625587,$0.15,End to End,End to End
4_NLWeb,1_GPT-4.1,Advanced,Webmall_EndToEnd,Webmall_EndToEnd_Task4,1,1,1,1,"77,448",347,25.80822802,$0.16,End to End,End to End
4_NLWeb,1_GPT-4.1,Advanced,Webmall_EndToEnd,Webmall_EndToEnd_Task5,1,1,1,1,"66,008",369,19.62148094,$0.13,End to End,End to End
4_NLWeb,1_GPT-4.1,Advanced,Webmall_EndToEnd,Webmall_EndToEnd_Task6,1,1,1,1,"60,073",327,14.13089204,$0.12,End to End,End to End
4_NLWeb,1_GPT-4.1,Advanced,Webmall_EndToEnd,Webmall_EndToEnd_Task7,1,1,1,1,"132,357",620,27.57678223,$0.27,End to End,End to End
4_NLWeb,1_GPT-4.1,Advanced,Webmall_EndToEnd,Webmall_EndToEnd_Task8,0,0.5,0.5,0.5,"311,920",567,37.96312904,$0.63,End to End,End to End
1_AX+MEM,2_GPT-5-Medium,Basic,Webmall_Add_To_Cart,Webmall_Add_To_Cart_Task3,1,1,1,1,"257,752","21,169",542.4884553,$0.53,Action & Transaction,Action & Transaction
1_AX+MEM,2_GPT-5-Medium,Basic,Webmall_Add_To_Cart,Webmall_Add_To_Cart_Task4,1,1,1,1,"275,090","22,521",679.8039505,$0.57,Action & Transaction,Action & Transaction
1_AX+MEM,2_GPT-5-Medium,Basic,Webmall_Add_To_Cart,Webmall_Add_To_Cart_Task2,1,1,1,1,"150,127","12,354",294.8166707,$0.31,Action & Transaction,Action & Transaction
1_AX+MEM,2_GPT-5-Medium,Basic,Webmall_Add_To_Cart,Webmall_Add_To_Cart_Task1,0,1,0.5,0.6666666667,"187,667","15,429",412.3176668,$0.39,Action & Transaction,Action & Transaction
1_AX+MEM,2_GPT-5-Medium,Basic,Webmall_Add_To_Cart,Webmall_Add_To_Cart_Task5,1,1,1,1,"190,700","17,780",491.9679735,$0.42,Action & Transaction,Action & Transaction
1_AX+MEM,2_GPT-5-Medium,Basic,Webmall_Add_To_Cart,Webmall_Add_To_Cart_Task7,1,1,1,1,"237,781","21,645",581.884351,$0.51,Action & Transaction,Action & Transaction
1_AX+MEM,2_GPT-5-Medium,Basic,Webmall_Add_To_Cart,Webmall_Add_To_Cart_Task6,1,1,1,1,"169,983","14,442",389.0820553,$0.36,Action & Transaction,Action & Transaction
1_AX+MEM,2_GPT-5-Medium,Basic,Webmall_Find_Specific_Product,Webmall_Find_Specific_Product_Task9,1,1,1,1,"131,654","10,682",268.3494642,$0.27,Specific Product Search,Without_price
1_AX+MEM,2_GPT-5-Medium,Basic,Webmall_Find_Specific_Product,Webmall_Find_Specific_Product_Task10,1,1,1,1,"101,428","8,363",204.4686928,$0.21,Specific Product Search,Without_price
1_AX+MEM,2_GPT-5-Medium,Basic,Webmall_Find_Specific_Product,Webmall_Find_Specific_Product_Task3,1,1,1,1,"359,351","27,876",572.8312883,$0.73,Specific Product Search,Without_price
1_AX+MEM,2_GPT-5-Medium,Basic,Webmall_Find_Specific_Product,Webmall_Find_Specific_Product_Task12,1,1,1,1,"174,235","13,999",346.3667276,$0.36,Specific Product Search,Without_price
1_AX+MEM,2_GPT-5-Medium,Basic,Webmall_Find_Specific_Product,Webmall_Find_Specific_Product_Task6,0,0,0,0,"601,497","58,024",1234.572888,$1.33,Specific Product Search,Without_price
1_AX+MEM,2_GPT-5-Medium,Basic,Webmall_Find_Specific_Product,Webmall_Find_Specific_Product_Task7,1,1,1,1,"95,427","6,824",170.136517,$0.19,Specific Product Search,Without_price
1_AX+MEM,2_GPT-5-Medium,Basic,Webmall_Find_Specific_Product,Webmall_Find_Specific_Product_Task8,1,1,1,1,"123,481","11,505",238.4805801,$0.27,Specific Product Search,Without_price
1_AX+MEM,2_GPT-5-Medium,Basic,Webmall_Find_Specific_Product,Webmall_Find_Specific_Product_Task4,1,1,1,1,"258,795","19,559",457.5415988,$0.52,Specific Product Search,Without_price
1_AX+MEM,2_GPT-5-Medium,Basic,Webmall_Find_Specific_Product,Webmall_Find_Specific_Product_Task1,1,1,1,1,"196,362","20,265",484.3251612,$0.45,Specific Product Search,Without_price
1_AX+MEM,2_GPT-5-Medium,Basic,Webmall_Find_Specific_Product,Webmall_Find_Specific_Product_Task5,1,1,1,1,"147,472","13,588",322.0140653,$0.32,Specific Product Search,Without_price
1_AX+MEM,2_GPT-5-Medium,Basic,Webmall_Find_Specific_Product,Webmall_Find_Specific_Product_Task2,0,1,0.5,0.6666666667,"100,269","8,930",227.6667793,$0.21,Specific Product Search,Without_price
1_AX+MEM,2_GPT-5-Medium,Basic,Webmall_Find_Specific_Product,Webmall_Find_Specific_Product_Task11,1,1,1,1,"145,763","13,801",341.5375574,$0.32,Specific Product Search,Without_price
1_AX+MEM,2_GPT-5-Medium,,Best_Fit_Specific,Webmall_Products_Fulfilling_Specific_Requirements_Task5,1,1,1,1,"239,398","24,821",569.7066286,$0.55,Specific Product Search,Without_price
1_AX+MEM,2_GPT-5-Medium,,Best_Fit_Specific,Webmall_Products_Fulfilling_Specific_Requirements_Task11,0,0,0,0,"634,009","58,410",1250.168602,$1.38,Specific Product Search,Without_price
1_AX+MEM,2_GPT-5-Medium,,Best_Fit_Specific,Webmall_Products_Fulfilling_Specific_Requirements_Task10,0,0.6666666667,1,0.8,"434,995","34,834",905.2048931,$0.89,Specific Product Search,Without_price
1_AX+MEM,2_GPT-5-Medium,,Best_Fit_Specific,Webmall_Products_Fulfilling_Specific_Requirements_Task1,1,1,1,1,"460,945","37,450",964.6921337,$0.95,Specific Product Search,Without_price
1_AX+MEM,2_GPT-5-Medium,,Best_Fit_Specific,Webmall_Products_Fulfilling_Specific_Requirements_Task2,1,1,1,1,"110,824","11,715",309.6912105,$0.26,Specific Product Search,Without_price
1_AX+MEM,2_GPT-5-Medium,,Best_Fit_Specific,Webmall_Products_Fulfilling_Specific_Requirements_Task6,1,1,1,1,"333,315","24,222",652.0768185,$0.66,Specific Product Search,Without_price
1_AX+MEM,2_GPT-5-Medium,,Best_Fit_Specific,Webmall_Products_Fulfilling_Specific_Requirements_Task9,1,1,1,1,"436,424","36,381",959.1104612,$0.91,Specific Product Search,Without_price
1_AX+MEM,2_GPT-5-Medium,,Best_Fit_Specific,Webmall_Products_Fulfilling_Specific_Requirements_Task7,1,1,1,1,"245,353","27,394",698.1649454,$0.58,Specific Product Search,Without_price
1_AX+MEM,2_GPT-5-Medium,,Best_Fit_Specific,Webmall_Products_Fulfilling_Specific_Requirements_Task3,1,1,1,1,"263,091","23,075",585.1596963,$0.56,Specific Product Search,Without_price
1_AX+MEM,2_GPT-5-Medium,,Best_Fit_Specific,Webmall_Products_Fulfilling_Specific_Requirements_Task8,0,1,0.5833333333,0.7368421053,"360,043","35,733",1033.344202,$0.81,Specific Product Search,Without_price
1_AX+MEM,2_GPT-5-Medium,,Best_Fit_Specific,Webmall_Products_Fulfilling_Specific_Requirements_Task4,0,0,0,0,"672,483","73,242",1562.184993,$1.57,Specific Product Search,Without_price
1_AX+MEM,2_GPT-5-Medium,Basic,Webmall_Checkout,Webmall_Checkout_Task2,0,0,0,0,"59,738","6,457",166.117712,$0.14,Action & Transaction,Action & Transaction
1_AX+MEM,2_GPT-5-Medium,Basic,Webmall_Checkout,Webmall_Checkout_Task4,0,0,0,0,"164,223","10,742",367.6961358,$0.31,Action & Transaction,Action & Transaction
1_AX+MEM,2_GPT-5-Medium,Basic,Webmall_Checkout,Webmall_Checkout_Task8,1,0,0,0,"166,508","9,530",307.0780761,$0.30,Action & Transaction,Action & Transaction
1_AX+MEM,2_GPT-5-Medium,Basic,Webmall_Checkout,Webmall_Checkout_Task1,1,1,1,1,"190,595","11,872",382.8328624,$0.36,Action & Transaction,Action & Transaction
1_AX+MEM,2_GPT-5-Medium,Basic,Webmall_Checkout,Webmall_Checkout_Task5,0,0,0,0,"102,653","10,110",372.2333183,$0.23,Action & Transaction,Action & Transaction
1_AX+MEM,2_GPT-5-Medium,Basic,Webmall_Checkout,Webmall_Checkout_Task3,1,1,1,1,"134,987","10,403",311.640794,$0.27,Action & Transaction,Action & Transaction
1_AX+MEM,2_GPT-5-Medium,Basic,Webmall_Checkout,Webmall_Checkout_Task7,0,0,0,0,"109,788","8,501",261.9921505,$0.22,Action & Transaction,Action & Transaction
1_AX+MEM,2_GPT-5-Medium,Basic,Webmall_Checkout,Webmall_Checkout_Task6,1,1,1,1,"133,602","10,652",357.9159377,$0.27,Action & Transaction,Action & Transaction
1_AX+MEM,2_GPT-5-Medium,Basic,Webmall_Find_Cheapest_Offer,Webmall_Find_Cheapest_Offer_Task2,0,0,0,0,"551,323","40,790",933.5775418,$1.10,Cheapest Product Search,Cheapest Product Search
1_AX+MEM,2_GPT-5-Medium,Basic,Webmall_Find_Cheapest_Offer,Webmall_Find_Cheapest_Offer_Task9,1,1,1,1,"64,641","7,714",186.0242782,$0.16,Cheapest Product Search,Cheapest Product Search
1_AX+MEM,2_GPT-5-Medium,Basic,Webmall_Find_Cheapest_Offer,Webmall_Find_Cheapest_Offer_Task7,0,0,0,0,"438,023","25,095",664.6523597,$0.80,Cheapest Product Search,Cheapest Product Search
1_AX+MEM,2_GPT-5-Medium,Basic,Webmall_Find_Cheapest_Offer,Webmall_Find_Cheapest_Offer_Task8,1,1,1,1,"133,645","9,859",268.6169116,$0.27,Cheapest Product Search,Cheapest Product Search
1_AX+MEM,2_GPT-5-Medium,Basic,Webmall_Find_Cheapest_Offer,Webmall_Find_Cheapest_Offer_Task6,1,1,1,1,"134,969","10,367",258.8791659,$0.27,Cheapest Product Search,Cheapest Product Search
1_AX+MEM,2_GPT-5-Medium,Basic,Webmall_Find_Cheapest_Offer,Webmall_Find_Cheapest_Offer_Task4,1,1,1,1,"84,782","7,194",206.7997346,$0.18,Cheapest Product Search,Cheapest Product Search
1_AX+MEM,2_GPT-5-Medium,Basic,Webmall_Find_Cheapest_Offer,Webmall_Find_Cheapest_Offer_Task1,1,1,1,1,"87,511","5,693",153.9395189,$0.17,Cheapest Product Search,Cheapest Product Search
